age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16
24.0,female,black,associate/junior college,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,1.0,working class,"$5,000 to $5,999"
24.0,female,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$60,000 to $74,999"
45.0,male,white,associate/junior college,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",19.0,3.0,middle class,"$170,000 or over"
49.0,female,black,graduate,excellent,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$130,000 to $149,999"
26.0,male,,high school,excellent,very happy,never married,,,46.0,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$75,000 to $89,999"
,female,black,high school,excellent,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",16.0,1.0,lower class,"$40,000 to $49,999"
23.0,male,black,high school,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,lower class,"$40,000 to $49,999"
47.0,female,other,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
,male,other,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,middle class,
42.0,male,white,high school,good,very happy,married,,,,,39.0,1.0,middle class,"$170,000 or over"
46.0,female,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,,26.0,4.0,middle class,"$130,000 to $149,999"
54.0,male,white,bachelor's,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,upper class,"$170,000 or over"
42.0,male,other,high school,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,lower class,"$35,000 to $39,999"
53.0,female,black,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,working class,
33.0,male,other,less than high school,excellent,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$12,500 to $14,999"
,female,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",19.0,2.0,lower class,
,male,black,bachelor's,excellent,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$60,000 to $74,999"
35.0,female,white,graduate,good,pretty happy,never married,,,,Service Occupations,,0.0,middle class,"$130,000 to $149,999"
63.0,female,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",28.0,2.0,middle class,"$170,000 or over"
79.0,male,white,bachelor's,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,4.0,middle class,"$90,000 to $109,999"
58.0,male,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
18.0,female,black,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$17,500 to $19,999"
68.0,male,white,high school,fair,not too happy,divorced,,,,Sales and Office Occupations,30.0,3.0,working class,"$20,000 to $22,499"
67.0,female,white,high school,poor,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,lower class,"$20,000 to $22,499"
65.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,2.0,working class,"$110,000 to $129,999"
72.0,female,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999"
,female,white,bachelor's,good,pretty happy,married,,,,,,0.0,middle class,"$75,000 to $89,999"
61.0,male,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",33.0,4.0,middle class,"$170,000 or over"
60.0,female,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",21.0,5.0,middle class,"$60,000 to $74,999"
31.0,female,white,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$50,000 to $59,999"
77.0,male,white,bachelor's,fair,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",35.0,1.0,middle class,"$110,000 to $129,999"
74.0,female,white,high school,good,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,"$60,000 to $74,999"
82.0,female,other,bachelor's,fair,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",22.0,3.0,lower class,"$17,500 to $19,999"
27.0,female,white,bachelor's,good,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$20,000 to $22,499"
28.0,male,white,bachelor's,excellent,very happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$150,000 to $169,999"
23.0,male,white,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,upper class,"$90,000 to $109,999"
,female,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$75,000 to $89,999"
37.0,male,white,graduate,excellent,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,upper class,"$170,000 or over"
73.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,1.0,middle class,"$60,000 to $74,999"
,female,white,bachelor's,excellent,very happy,married,,,,,,0.0,upper class,"$170,000 or over"
52.0,male,white,graduate,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,2.0,upper class,"$170,000 or over"
24.0,male,white,high school,good,not too happy,never married,,,,Other,,0.0,working class,"$1,000 to $2,999"
24.0,female,other,bachelor's,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,upper class,"$60,000 to $74,999"
25.0,male,white,bachelor's,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$75,000 to $89,999"
31.0,male,other,high school,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,
39.0,male,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,upper class,"$170,000 or over"
41.0,female,white,bachelor's,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,working class,"$40,000 to $49,999"
42.0,female,white,high school,fair,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,4.0,middle class,"$3,000 to $3,999"
37.0,male,white,high school,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,2.0,working class,"$90,000 to $109,999"
43.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",18.0,1.0,middle class,"$40,000 to $49,999"
33.0,male,white,high school,fair,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",31.0,1.0,middle class,"$170,000 or over"
33.0,female,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",31.0,1.0,upper class,"$170,000 or over"
38.0,male,white,graduate,good,not too happy,married,,,,"Management, Business, Science, and Arts Occupations",30.0,2.0,upper class,"$170,000 or over"
58.0,female,black,bachelor's,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",38.0,3.0,middle class,
85.0,female,white,graduate,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",28.0,4.0,middle class,"$17,500 to $19,999"
70.0,female,white,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",38.0,1.0,middle class,"$90,000 to $109,999"
47.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,2.0,upper class,"$170,000 or over"
57.0,male,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",33.0,3.0,upper class,"$170,000 or over"
59.0,female,white,associate/junior college,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",36.0,3.0,middle class,"$170,000 or over"
18.0,male,white,less than high school,excellent,pretty happy,never married,,,,,,0.0,middle class,
36.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",33.0,2.0,upper class,"$170,000 or over"
34.0,male,white,graduate,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,2.0,middle class,"$170,000 or over"
43.0,female,other,bachelor's,good,not too happy,divorced,,,,,30.0,1.0,middle class,"$60,000 to $74,999"
31.0,female,white,bachelor's,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
72.0,male,white,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$12,500 to $14,999"
51.0,female,white,graduate,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",38.0,1.0,middle class,"$130,000 to $149,999"
52.0,female,white,graduate,good,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",33.0,2.0,middle class,"$130,000 to $149,999"
86.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over"
62.0,male,white,graduate,poor,not too happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",40.0,2.0,working class,"$22,500 to $24,999"
26.0,male,white,graduate,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$130,000 to $149,999"
56.0,male,other,graduate,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",22.0,2.0,middle class,"$170,000 or over"
41.0,male,white,graduate,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$12,500 to $14,999"
28.0,male,white,graduate,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$25,000 to $29,999"
28.0,,white,graduate,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999"
,male,white,graduate,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$12,500 to $14,999"
