age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16,dateintv
72.0,male,white,bachelor's,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",38.0,2.0,middle class,"$130,000 to $149,999",1220.0
44.0,male,other,graduate,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",38.0,1.0,middle class,"$150,000 to $169,999",511.0
48.0,male,other,graduate,fair,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",30.0,2.0,middle class,"$110,000 to $129,999",619.0
21.0,female,white,high school,excellent,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$90,000 to $109,999",901.0
44.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",33.0,1.0,middle class,"$170,000 or over",814.0
55.0,female,white,graduate,fair,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,"$170,000 or over",1108.0
50.0,male,other,bachelor's,good,very happy,married,,,,Service Occupations,30.0,4.0,middle class,"$130,000 to $149,999",802.0
47.0,female,other,graduate,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,middle class,"$170,000 or over",902.0
26.0,female,white,bachelor's,poor,very happy,never married,,,,Sales and Office Occupations,,0.0,working class,unemployed/zero income,814.0
54.0,male,white,graduate,good,pretty happy,divorced,,,,Sales and Office Occupations,35.0,2.0,middle class,"$110,000 to $129,999",902.0
36.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,Service Occupations,32.0,3.0,middle class,"$90,000 to $109,999",901.0
,male,white,associate/junior college,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",30.0,3.0,middle class,"$90,000 to $109,999",1021.0
26.0,female,black,high school,good,not too happy,never married,,,,Service Occupations,25.0,1.0,working class,unemployed/zero income,719.0
33.0,male,black,high school,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,working class,"$10,000 to $12,499",827.0
32.0,female,white,bachelor's,good,pretty happy,married,,,,,26.0,2.0,middle class,"$60,000 to $74,999",1203.0
54.0,female,black,bachelor's,good,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",29.0,2.0,working class,"$60,000 to $74,999",722.0
31.0,female,black,graduate,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",29.0,1.0,middle class,"$170,000 or over",707.0
20.0,male,black,high school,excellent,pretty happy,never married,,,,Service Occupations,,0.0,working class,"$60,000 to $74,999",1116.0
64.0,male,black,graduate,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",29.0,3.0,middle class,"$110,000 to $129,999",610.0
33.0,female,other,high school,good,very happy,not married,,,,Service Occupations,21.0,3.0,working class,"$35,000 to $39,999",724.0
23.0,female,black,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$4,000 to $4,999",714.0
37.0,female,white,high school,poor,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",16.0,7.0,working class,"$20,000 to $22,499",824.0
26.0,male,black,high school,good,pretty happy,never married,,,,Sales and Office Occupations,22.0,8.0,middle class,unemployed/zero income,1016.0
67.0,male,white,high school,fair,pretty happy,widowed,,,,Sales and Office Occupations,24.0,2.0,working class,"$35,000 to $39,999",821.0
82.0,female,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,19.0,2.0,middle class,"$90,000 to $109,999",1128.0
42.0,female,white,high school,fair,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",18.0,2.0,working class,"$30,000 to $34,999",706.0
60.0,female,white,high school,good,pretty happy,divorced,,,,Sales and Office Occupations,32.0,2.0,working class,"$150,000 to $169,999",917.0
66.0,female,white,high school,good,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",40.0,1.0,middle class,"$50,000 to $59,999",1203.0
51.0,female,black,bachelor's,excellent,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",35.0,4.0,working class,unemployed/zero income,1201.0
39.0,male,white,graduate,excellent,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",34.0,2.0,upper class,"$150,000 to $169,999",511.0
80.0,male,white,bachelor's,good,not too happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$150,000 to $169,999",705.0
75.0,male,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",29.0,2.0,middle class,unemployed/zero income,716.0
85.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,Service Occupations,22.0,3.0,middle class,"$150,000 to $169,999",902.0
65.0,female,white,graduate,good,not too happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",43.0,2.0,middle class,"$170,000 or over",902.0
70.0,male,white,bachelor's,fair,pretty happy,married,marriage between a man and a woman,,,Other,28.0,2.0,middle class,"$90,000 to $109,999",727.0
32.0,female,other,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999",520.0
72.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",36.0,1.0,middle class,"$130,000 to $149,999",718.0
41.0,female,black,bachelor's,good,pretty happy,never married,,,55.0,"Natural Resources, Construction, and Maintenance Occupations",13.0,2.0,working class,"$75,000 to $89,999",1116.0
72.0,male,white,bachelor's,excellent,not too happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$20,000 to $22,499",512.0
40.0,female,black,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",19.0,3.0,working class,"$50,000 to $59,999",920.0
43.0,female,white,graduate,good,pretty happy,married,,,,,29.0,3.0,middle class,"$110,000 to $129,999",1205.0
69.0,male,white,bachelor's,excellent,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",27.0,3.0,middle class,"$35,000 to $39,999",707.0
69.0,female,white,high school,good,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over",804.0
30.0,male,white,high school,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$35,000 to $39,999",915.0
60.0,male,white,less than high school,fair,not too happy,never married,,,,,,0.0,lower class,unemployed/zero income,914.0
26.0,female,white,high school,good,pretty happy,never married,,,,,,0.0,lower class,"$25,000 to $29,999",1006.0
35.0,male,white,high school,good,pretty happy,never married,,,,Service Occupations,,0.0,working class,"$25,000 to $29,999",1006.0
61.0,male,white,high school,poor,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$12,500 to $14,999",923.0
18.0,male,black,high school,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$10,000 to $12,499",811.0
21.0,female,white,high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"under $1,000",628.0
78.0,male,white,high school,poor,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",27.0,1.0,middle class,"$50,000 to $59,999",726.0
27.0,male,other,bachelor's,good,not too happy,never married,,,,Other,,0.0,working class,"$25,000 to $29,999",910.0
21.0,female,black,high school,good,not too happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$10,000 to $12,499",513.0
21.0,male,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$20,000 to $22,499",607.0
22.0,male,black,high school,fair,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$50,000 to $59,999",1123.0
24.0,female,black,high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",20.0,1.0,working class,"$75,000 to $89,999",722.0
26.0,male,other,less than high school,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,1123.0
57.0,female,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",18.0,2.0,working class,"$22,500 to $24,999",612.0
50.0,male,black,bachelor's,fair,not too happy,divorced,,,,Service Occupations,32.0,1.0,middle class,"$110,000 to $129,999",1120.0
75.0,male,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",29.0,2.0,middle class,"$40,000 to $49,999",610.0
,female,other,high school,fair,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,lower class,unemployed/zero income,1114.0
25.0,male,white,bachelor's,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$75,000 to $89,999",806.0
65.0,male,white,less than high school,fair,pretty happy,divorced,,,,Service Occupations,18.0,3.0,working class,"$30,000 to $34,999",812.0
27.0,female,white,high school,poor,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",19.0,3.0,working class,"$35,000 to $39,999",907.0
64.0,male,white,high school,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$10,000 to $12,499",907.0
68.0,female,white,high school,fair,not too happy,married,marriage between a man and a woman,,,Sales and Office Occupations,20.0,2.0,working class,"$40,000 to $49,999",1105.0
19.0,male,white,less than high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",16.0,1.0,working class,unemployed/zero income,812.0
39.0,female,white,high school,good,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",17.0,3.0,working class,unemployed/zero income,924.0
89.0,female,white,high school,poor,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$10,000 to $12,499",812.0
32.0,male,white,high school,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$30,000 to $34,999",907.0
59.0,male,white,high school,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",23.0,4.0,middle class,"$90,000 to $109,999",921.0
51.0,female,white,graduate,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",27.0,3.0,middle class,"$75,000 to $89,999",1107.0
56.0,female,white,less than high school,fair,pretty happy,never married,,,,Service Occupations,35.0,2.0,lower class,"$3,000 to $3,999",819.0
